name,label
"Corporate Sustainability Reporting Directive  ",0
"Digital finance: Digital Operational Resilience Act (DORA)  ",0
"Digital Finance: Amending Directive regarding Digital Operational Resilience requirements",0
"A high common level of cybersecurity across the Union",0
"REPowerEU chapters in recovery and resilience plans",0
"Full application of the provisions of the Schengen acquis in Croatia",0
"Esports and video games",0
"Racial justice, non-discrimination and anti-racism in the EU",0
"Rail: prolongation of temporary levying of charges - COVID-19",0
"Macro-financial assistance to Ukraine",0
"Convention on the Conservation and Management of High Seas Fisheries Resources in the North Pacific Ocean: accession of the European Union",0
"Catch documentation programme for bluefin tuna",0
"Mobilisation of the European Globalisation Adjustment Fund - application EGF/2021/005 FR/AIRBUS - France",0
"EU/Ukraine Agreement on the carriage of freight by road",0
"EU/Moldova Agreement on the carriage of freight by road",0
"Conclusion of an agreement under GATS on the modification of schedules of specific commitments",0
"Distortive foreign subsidies",0
"Corporate Sustainability Reporting Directive  ",1
"Digital finance: Digital Operational Resilience Act (DORA)  ",0
"Digital Finance: Amending Directive regarding Digital Operational Resilience requirements",0
"A high common level of cybersecurity across the Union",0
"REPowerEU chapters in recovery and resilience plans",0
"Full application of the provisions of the Schengen acquis in Croatia",0
"Esports and video games",0
"Racial justice, non-discrimination and anti-racism in the EU",0
"Amendment to Parliament's Rules of Procedure concerning Rule 216 on committee meetings",0
"Objection pursuant to Rule 111(3): Amending the Taxonomy Climate Delegated Act and the Taxonomy Disclosures Delegated Act",0
"Objection pursuant to Rule 111(3): Technical standards for the application of position limits to commodity derivatives and procedures for applying for exemption from position limits",0
"Russia's invasion of Ukraine: Crisis measures in the fisheries and aquaculture sectors",0
"2021 Report on Bosnia and Herzegovina",0
"2021 Report on Serbia",0
"2021 Report on Kosovo",0
"The EU and the defence of multilateralism",0
"Addressing food security in developing countries",0
"EU action plan for the social economy",0
"Intersectional discrimination in the EU: socio-economic situation of women of African, Middle-Eastern, Latin-American and Asian descent",0
"National vetoes to undermine the global tax deal",0
"Rail: prolongation of temporary levying of charges - COVID-19",0
"Macro-financial assistance to Ukraine",0
"Convention on the Conservation and Management of High Seas Fisheries Resources in the North Pacific Ocean: accession of the European Union",0
"Catch documentation programme for bluefin tuna",0
"Mobilisation of the European Globalisation Adjustment Fund - application EGF/2021/005 FR/AIRBUS - France",0
"Rail: prolongation of temporary levying of charges - COVID-19",0
"Macro-financial assistance to Ukraine",0
"Convention on the Conservation and Management of High Seas Fisheries Resources in the North Pacific Ocean: accession of the European Union",0
"Catch documentation programme for bluefin tuna",0
"Mobilisation of the European Globalisation Adjustment Fund - application EGF/2021/005 FR/AIRBUS - France",0
"Slot utilisation rules at Union airports: temporary relief",0
"The situation of human rights in Haiti in particular related to gang violence",0
"The Media freedom crackdown in Myanmar, notably the cases of Htet Htet Khine, Sithu Aung Myint and Nyein Nyein Aye",0
"The recent humanitarian and human rights situation in Tigray, Ethiopia, notably that of children",0
"The death of Mahsa Amini and the repression of women's rights protesters in Iran",0
"Russia's escalation of its war of aggression against Ukraine",0
"An EU approach for Space Traffic management - an EU contribution addressing a global challenge",0
"Momentum for the Ocean: strengthening Ocean Governance and Biodiversity",1
"Amendment to Parliament's Rules of Procedure concerning Rule 216 on committee meetings",0
"Objection pursuant to Rule 111(3): Amending the Taxonomy Climate Delegated Act and the Taxonomy Disclosures Delegated Act",0
"Objection pursuant to Rule 111(3): Technical standards for the application of position limits to commodity derivatives and procedures for applying for exemption from position limits",0
"Russia's invasion of Ukraine: Crisis measures in the fisheries and aquaculture sectors",1
"2021 Report on Bosnia and Herzegovina",0
"2021 Report on Serbia",0
"2021 Report on Kosovo",0
"The EU and the defence of multilateralism",0
"Addressing food security in developing countries",0
"EU action plan for the social economy",0
"Intersectional discrimination in the EU: socio-economic situation of women of African, Middle-Eastern, Latin-American and Asian descent",0
"National vetoes to undermine the global tax deal",0
"Slot utilisation rules at Union airports: temporary relief",0
"The situation of human rights in Haiti in particular related to gang violence",0
"The Media freedom crackdown in Myanmar, notably the cases of Htet Htet Khine, Sithu Aung Myint and Nyein Nyein Aye",0
"The recent humanitarian and human rights situation in Tigray, Ethiopia, notably that of children",0
"The death of Mahsa Amini and the repression of women's rights protesters in Iran",0
"Russia's escalation of its war of aggression against Ukraine",0
"An EU approach for Space Traffic management - an EU contribution addressing a global challenge",0
"Momentum for the Ocean: strengthening Ocean Governance and Biodiversity",1
"Amendment to Parliament's Rules of Procedure concerning Rule 216 on committee meetings",0
"Objection pursuant to Rule 111(3): Amending the Taxonomy Climate Delegated Act and the Taxonomy Disclosures Delegated Act",1
"Objection pursuant to Rule 111(3): Technical standards for the application of position limits to commodity derivatives and procedures for applying for exemption from position limits",0
"Russia's invasion of Ukraine: Crisis measures in the fisheries and aquaculture sectors",1
"2021 Report on Bosnia and Herzegovina",0
"2021 Report on Serbia",0
"2021 Report on Kosovo",0
"The EU and the defence of multilateralism",0
"Addressing food security in developing countries",0
"EU action plan for the social economy",0
"Intersectional discrimination in the EU: socio-economic situation of women of African, Middle-Eastern, Latin-American and Asian descent",0
"National vetoes to undermine the global tax deal",0
"Amendment to Parliament's Rules of Procedure concerning Rule 216 on committee meetings",0
"Objection pursuant to Rule 111(3): Amending the Taxonomy Climate Delegated Act and the Taxonomy Disclosures Delegated Act",0
"Objection pursuant to Rule 111(3): Technical standards for the application of position limits to commodity derivatives and procedures for applying for exemption from position limits",0
"Russia's invasion of Ukraine: Crisis measures in the fisheries and aquaculture sectors",1
"2021 Report on Bosnia and Herzegovina",0
"2021 Report on Serbia",0
"2021 Report on Kosovo",0
"The EU and the defence of multilateralism",0
"Addressing food security in developing countries",0
"EU action plan for the social economy",0
"Intersectional discrimination in the EU: socio-economic situation of women of African, Middle-Eastern, Latin-American and Asian descent",0
"National vetoes to undermine the global tax deal",0
"Slot utilisation rules at Union airports: temporary relief",0
"The situation of human rights in Haiti in particular related to gang violence",0
"The Media freedom crackdown in Myanmar, notably the cases of Htet Htet Khine, Sithu Aung Myint and Nyein Nyein Aye",0
"The recent humanitarian and human rights situation in Tigray, Ethiopia, notably that of children",0
"The death of Mahsa Amini and the repression of women's rights protesters in Iran",0
"Russia's escalation of its war of aggression against Ukraine",0
"An EU approach for Space Traffic management - an EU contribution addressing a global challenge",0
"Momentum for the Ocean: strengthening Ocean Governance and Biodiversity",1
"The arrest of Cardinal Zen and the trustees of the 612 relief fund in Hong Kong",0
"The situation of indigenous and environmental defenders in Brazil, including the killing of Dom Phillips and Bruno Pereira",0
"The situation in Tajikistan's Gorno-Badakhshan Autonomous Province",0
"Russia's invasion of Ukraine: Temporary measures concerning driver documents issued by Ukraine",0
"Identification of the violation of Union restrictive measures as crimes under Article 83(1) of the TFEU",0
"Exceptional macro-financial assistance to Ukraine",0
"Sustainable aviation fuels (ReFuelEU Aviation Initiative)",1
"Financial activities of the European Investment Bank - annual report 2021",0
"Control of the financial activities of the European Investment Bank - annual report 2020",0
"Protection of the EU's financial interests - combating fraud - annual report 2020",0
"Better regulation: joining forces to make better laws",0
"US Supreme Court decision to overturn abortion rights in the United States and the need to safeguard abortion rights and Women's health in the EU",0
"Amendment to Parliament's Rules of Procedure concerning Rule 216 on committee meetings",0
"Objection pursuant to Rule 111(3): Amending the Taxonomy Climate Delegated Act and the Taxonomy Disclosures Delegated Act",0
"Objection pursuant to Rule 111(3): Technical standards for the application of position limits to commodity derivatives and procedures for applying for exemption from position limits",0
"Russia's invasion of Ukraine: Crisis measures in the fisheries and aquaculture sectors",0
"2021 Report on Bosnia and Herzegovina",0
"2021 Report on Serbia",0
"2021 Report on Kosovo",0
"The EU and the defence of multilateralism",0
"Addressing food security in developing countries",1
"EU action plan for the social economy",0
"Intersectional discrimination in the EU: socio-economic situation of women of African, Middle-Eastern, Latin-American and Asian descent",0
"National vetoes to undermine the global tax deal",0
"Uniform procedures for checks on the transport of dangerous goods by road (codification)",0
"Conclusion of the amendments to the International Sugar Agreement, 1992",0
"EU/Mauritius Fisheries Partnership Agreement: fishing opportunities and financial contribution 2017-2021. Extension of the Protocol",1
"Draft amending budget No 2/2022: entering the surplus of the financial year 2021",0
"Amendments to the Capital Requirements Regulation in the area of resolution ('daisy chain' proposal)",0
"Responsible private funding of litigation",0
"Interim report on the 2021 proposal for a revision of the Multiannual Financial Framework",0
"New EU Forest Strategy for 2030 - Sustainable Forest Management in Europe",0
"Deforestation Regulation",1
"Conservation and enforcement measures applicable in the Regulatory Area of the Northwest Atlantic Fisheries Organisation (NAFO)",0
"Western and Central Pacific Fisheries Convention Area: conservation and management measures",0
"The impact of COVID-19 closures of educational, cultural, youth and sports activities on children and young people in the EU",0
"Regional economic accounts for agriculture",1
"Mobilisation of the European Globalisation Adjustment Fund - application EGF/2021/006 ES/Catalu�a Automotive - Spain",0
"Mobilisation of the European Globalisation Adjustment Fund for Displaced Workers - application EGF/2022/000 TA 2022 - Technical assistance at the initiative of the Commission",0
"Shrinking space for civil society in Europe",0
"Role of culture, education, media and sport in the fight against racism",0
"Cohesion policy: reducing healthcare disparities and enhancing cross-border health cooperation",0
"Cohesion policy: promoting innovative and smart transformation and regional ICT connectivity",0
"Foreign interference in all democratic processes in the EU",0
"Citizenship and residence by investment schemes",0
"Engaging with citizens: the right to petition and refer to the European Ombudsman, the European Citizens' Initiative",0
"Medicinal products made available in the UK with respect to Northern Ireland, Cyprus, Ireland and Malta",0
"Investigational medicinal products made available in the UK with respect to Northern Ireland, Cyprus, Ireland and Malta",0
"Increased pre-financing from REACT-EU",0
"Gas storage",1
"EU Protection of children and young people fleeing the war against Ukraine",0
"Conclusions of the European Council meeting of 24-25 March 2022: including the latest developments of the war against Ukraine and the EU sanctions against Russia and their implementation",0
"The Schengen evaluation mechanism",0
"Increasing repression in Russia, including the case of Alexey Navalny",0
"Right to repair",0
"Parliament's estimates of revenue and expenditure for the financial year 2023",0
"Situation in Afghanistan, in particular the situation of women's rights",0
"The arrest of Cardinal Zen and the trustees of the 612 relief fund in Hong Kong",0
"The situation of indigenous and environmental defenders in Brazil, including the killing of Dom Phillips and Bruno Pereira",0
"The situation in Tajikistan's Gorno-Badakhshan Autonomous Province",0
"Russia's invasion of Ukraine: Temporary measures concerning driver documents issued by Ukraine",0
"Identification of the violation of Union restrictive measures as crimes under Article 83(1) of the TFEU",0
"Exceptional macro-financial assistance to Ukraine",0
"Sustainable aviation fuels (ReFuelEU Aviation Initiative)",1
"Financial activities of the European Investment Bank - annual report 2021",0
"Control of the financial activities of the European Investment Bank - annual report 2020",0
"Protection of the EU's financial interests - combating fraud - annual report 2020",0
"Better regulation: joining forces to make better laws",0
"US Supreme Court decision to overturn abortion rights in the United States and the need to safeguard abortion rights and Women's health in the EU",0
"Slot utilisation rules at Union airports: temporary relief",0
"The situation of human rights in Haiti in particular related to gang violence",0
"The Media freedom crackdown in Myanmar, notably the cases of Htet Htet Khine, Sithu Aung Myint and Nyein Nyein Aye",0
"The recent humanitarian and human rights situation in Tigray, Ethiopia, notably that of children",0
"The death of Mahsa Amini and the repression of women's rights protesters in Iran",0
"Russia's escalation of its war of aggression against Ukraine",0
"An EU approach for Space Traffic management - an EU contribution addressing a global challenge",0
"Momentum for the Ocean: strengthening Ocean Governance and Biodiversity",1
"Slot utilisation rules at Union airports: temporary relief",0
"The situation of human rights in Haiti in particular related to gang violence",0
"The Media freedom crackdown in Myanmar, notably the cases of Htet Htet Khine, Sithu Aung Myint and Nyein Nyei0n Aye",0
"The recent humanitarian and human rights situation in Tigray, Ethiopia, notably that of children",0
"The death of Mahsa Amini and the repression of women's rights protesters in Iran",0
"Russia's escalation of its war of aggression against Ukraine",0
"An EU approach for Space Traffic management - an EU contribution addressing a global challenge",0
"Momentum for the Ocean: strengthening Ocean Governance and Biodiversity",1
"Slot utilisation rules at Union airports: temporary relief",0
"The situation of human rights in Haiti in particular related to gang violence",0
"The Media freedom crackdown in Myanmar, notably the cases of Htet Htet Khine, Sithu Aung Myint and Nyein Nyein Aye",0
"The recent humanitarian and human rights situation in Tigray, Ethiopia, notably that of children",0
"The death of Mahsa Amini and the repression of women's rights protesters in Iran",0
"Russia's escalation of its war of aggression against Ukraine",0
"An EU approach for Space Traffic management - an EU contribution addressing a global challenge",0
"Momentum for the Ocean: strengthening Ocean Governance and Biodiversity",1
"Rail: prolongation of temporary levying of charges - COVID-19",0
"Macro-financial assistance to Ukraine",0
"Convention on the Conservation and Management of High Seas Fisheries Resources in the North Pacific Ocean: accession of the European Union",1
"Catch documentation programme for bluefin tuna",1
"Mobilisation of the European Globalisation Adjustment Fund - application EGF/2021/005 FR/AIRBUS - France",0
"Slot utilisation rules at Union airports: temporary relief",0
"The situation of human rights in Haiti in particular related to gang violence",0
"The Media freedom crackdown in Myanmar, notably the cases of Htet Htet Khine, Sithu Aung Myint and Nyein Nyein Aye",0
"The recent humanitarian and human rights situation in Tigray, Ethiopia, notably that of children",0
"The death of Mahsa Amini and the repression of women's rights protesters in Iran",0
"Russia's escalation of its war of aggression against Ukraine",0
"An EU approach for Space Traffic management - an EU contribution addressing a global challenge",0
"Momentum for the Ocean: strengthening Ocean Governance and Biodiversity",0
"Uniform procedures for checks on the transport of dangerous goods by road (codification)",0
"Conclusion of the amendments to the International Sugar Agreement, 1992",0
"EU/Mauritius Fisheries Partnership Agreement: fishing opportunities and financial contribution 2017-2021. Extension of the Protocol",0
"Draft amending budget No 2/2022: entering the surplus of the financial year 2021",0
"Amendments to the Capital Requirements Regulation in the area of resolution ('daisy chain' proposal)",0
"Responsible private funding of litigation",0
"Interim report on the 2021 proposal for a revision of the Multiannual Financial Framework",0
"New EU Forest Strategy for 2030 - Sustainable Forest Management in Europe",1
"Deforestation Regulation",1
"Conservation and enforcement measures applicable in the Regulatory Area of the Northwest Atlantic Fisheries Organisation (NAFO)",1
"Western and Central Pacific Fisheries Convention Area: conservation and management measures",1
"The impact of COVID-19 closures of educational, cultural, youth and sports activities on children and young people in the EU",0
"Rail: prolongation of temporary levying of charges - COVID-19",1
"Macro-financial assistance to Ukraine",0
"Convention on the Conservation and Management of High Seas Fisheries Resources in the North Pacific Ocean: accession of the European Union",1
"Catch documentation programme for bluefin tuna",1
"Mobilisation of the European Globalisation Adjustment Fund - application EGF/2021/005 FR/AIRBUS - France",0
"Medicinal products made available in the UK with respect to Northern Ireland, Cyprus, Ireland and Malta",0
"Investigational medicinal products made available in the UK with respect to Northern Ireland, Cyprus, Ireland and Malta",0
"Increased pre-financing from REACT-EU",0
"Gas storage",1
"EU Protection of children and young people fleeing the war against Ukraine",0
"Conclusions of the European Council meeting of 24-25 March 2022: including the latest developments of the war against Ukraine and the EU sanctions against Russia and their implementation",0
"The Schengen evaluation mechanism",0
"Increasing repression in Russia, including the case of Alexey Navalny",0
"Right to repair",0
"Parliament's estimates of revenue and expenditure for the financial year 2023",0
"Situation in Afghanistan, in particular the situation of women's rights",0
"Slot utilisation rules at Union airports: temporary relief",0
"The situation of human rights in Haiti in particular related to gang violence",0
"The Media freedom crackdown in Myanmar, notably the cases of Htet Htet Khine, Sithu Aung Myint and Nyein Nyein Aye",0
"The recent humanitarian and human rights situation in Tigray, Ethiopia, notably that of children",0
"The death of Mahsa Amini and the repression of women's rights protesters in Iran",0
"Russia's escalation of its war of aggression against Ukraine",0
"An EU approach for Space Traffic management - an EU contribution addressing a global challenge",0
"Momentum for the Ocean: strengthening Ocean Governance and Biodiversity",0
"Medicinal products made available in the UK with respect to Northern Ireland, Cyprus, Ireland and Malta",0
"Investigational medicinal products made available in the UK with respect to Northern Ireland, Cyprus, Ireland and Malta",0
"Increased pre-financing from REACT-EU",0
"Gas storage",1
"EU Protection of children and young people fleeing the war against Ukraine",0
"Conclusions of the European Council meeting of 24-25 March 2022: including the latest developments of the war against Ukraine and the EU sanctions against Russia and their implementation",0
"The Schengen evaluation mechanism",0
"Increasing repression in Russia, including the case of Alexey Navalny",0
"Right to repair",0
"Parliament's estimates of revenue and expenditure for the financial year 2023",0
"Situation in Afghanistan, in particular the situation of women's rights",0
"Uniform procedures for checks on the transport of dangerous goods by road (codification)",0
"Conclusion of the amendments to the International Sugar Agreement, 1992",0
"EU/Mauritius Fisheries Partnership Agreement: fishing opportunities and financial contribution 2017-2021. Extension of the Protocol",1
"Draft amending budget No 2/2022: entering the surplus of the financial year 2021",0
"Amendments to the Capital Requirements Regulation in the area of resolution ('daisy chain' proposal)",0
"Responsible private funding of litigation",0
"Interim report on the 2021 proposal for a revision of the Multiannual Financial Framework",0
"New EU Forest Strategy for 2030 - Sustainable Forest Management in Europe",0
"Deforestation Regulation",1
"Conservation and enforcement measures applicable in the Regulatory Area of the Northwest Atlantic Fisheries Organisation (NAFO)",0
"Western and Central Pacific Fisheries Convention Area: conservation and management measures",0
"The impact of COVID-19 closures of educational, cultural, youth and sports activities on children and young people in the EU",0
"Uniform procedures for checks on the transport of dangerous goods by road (codification)",0
"Conclusion of the amendments to the International Sugar Agreement, 1992",0
"EU/Mauritius Fisheries Partnership Agreement: fishing opportunities and financial contribution 2017-2021. Extension of the Protocol",0
"Draft amending budget No 2/2022: entering the surplus of the financial year 2021",0
"Amendments to the Capital Requirements Regulation in the area of resolution ('daisy chain' proposal)",0
"Responsible private funding of litigation",0
"Interim report on the 2021 proposal for a revision of the Multiannual Financial Framework",0
"New EU Forest Strategy for 2030 - Sustainable Forest Management in Europe",0
"Deforestation Regulation",1
"Conservation and enforcement measures applicable in the Regulatory Area of the Northwest Atlantic Fisheries Organisation (NAFO)",0
